project_id,state,district,constituency,mp_name,sector,title,description,village,block,latitude,longitude,sanctioned_amount,estimated_cost,expenditure,recommendation_date,sanction_date,start_date,completion_date,status,contractor_name,implementing_agency
MPL-00870,Bihar,Patna,Patna Sahib,R. S. Prasad,Education & Schools,Construction of Additional Classrooms at Govt High School Village-92,Construction of Additional Classrooms at Govt High School Village-92,Village-92,Block-10,25.47373,85.14355,1322943.0,1378058.19,1291638.72,2024-10-09,2024-11-06,2025-01-05,2025-08-04,Completed,Kisan Rural Developers,Minor Irrigation Division
MPL-00871,Madhya Pradesh,Indore,Indore,S. Lalwani,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-73,Installation of Solar LED High-Mast Lighting System at Village-73,Village-73,Block-6,22.68272,75.85484,567938.0,547235.28,527646.65,2023-09-30,2023-10-27,2023-12-21,2024-06-09,Completed,Surya Shakti Engineering,Public Works Department (PWD)
MPL-00872,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-79,Supply and installation of 25 Solar Street Lights in Village-79,Village-79,Block-10,13.16388,77.47422,760893.0,798350.8,708560.48,2024-11-03,2024-12-01,2025-01-29,,In Progress,Shree Ganesh Construction Co,District Rural Development Agency (DRDA)
MPL-00873,Maharashtra,Nagpur,Nagpur,N. Gadkari,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-13,Widening of Rural Link Road connecting Village-13,Village-13,Block-9,21.01153,79.18582,4240983.0,4040792.95,4198702.35,2024-01-15,2024-01-30,2024-02-26,2024-09-10,Completed,Vanguard Infra Solutions,Minor Irrigation Division
MPL-00874,Kerala,Wayanad,Wayanad,P. Gandhi,Community Infrastructure,Construction of Community Hall at Village Village-26,Construction of Community Hall at Village Village-26,Village-26,Block-7,11.59742,76.17413,1958888.0,2047030.97,1895629.28,2023-11-08,2023-11-24,2023-12-13,2024-06-16,Completed,Apex Infrastructure Ltd,Public Works Department (PWD)
MPL-00875,Gujarat,Rajkot,Rajkot,P. Rupala,Rural Connectivity & Roads,Construction of CC Road and Drainage Channel at Village-62,Construction of CC Road and Drainage Channel at Village-62,Village-62,Block-10,22.42918,70.77279,2883269.0,2973699.2,2737350.25,2023-06-14,2023-07-01,2023-08-09,2024-01-11,Completed,National Civil Projects,Rural Engineering Service (RES)
MPL-00876,Rajasthan,Jaipur,Jaipur,M. Joshi,Education & Schools,Solar Rooftop Power System installation for School at Village-147,Solar Rooftop Power System installation for School at Village-147,Village-147,Block-5,26.88516,75.64037,872334.0,904064.57,774507.96,2023-07-13,2023-07-29,2023-09-23,2024-01-30,Completed,Vanguard Infra Solutions,Municipal Corporation
MPL-00877,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-3,Widening of Rural Link Road connecting Village-3,Village-3,Block-2,12.93566,77.45211,4627887.0,4716984.53,3297553.7,2024-03-20,2024-04-04,2024-04-27,2024-08-22,Completed,National Civil Projects,Municipal Corporation
MPL-00878,Kerala,Wayanad,Wayanad,P. Gandhi,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-66,Drilling of Deep Borewell and Overhead Tank Setup at Village-66,Village-66,Block-9,11.57122,76.22886,867547.0,848877.98,681832.68,2024-07-12,2024-08-06,2024-09-06,,In Progress,Bharat Engineers & Builders,Public Works Department (PWD)
MPL-00879,Bihar,Patna,Patna Sahib,R. S. Prasad,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-10,Drilling of Deep Borewell and Overhead Tank Setup at Village-10,Village-10,Block-10,25.67286,85.22952,941737.0,939742.38,690690.62,2023-01-18,2023-02-08,2023-03-19,,In Progress,Bharat Engineers & Builders,Municipal Corporation
MPL-00880,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Drinking Water & Sanitation,Construction of Public Toilets and Sanitation Block in Village-11,Construction of Public Toilets and Sanitation Block in Village-11,Village-11,Block-3,13.08514,77.70238,1295076.0,1351232.51,1204468.67,2023-06-22,2023-07-13,2023-08-10,2023-10-20,Completed,Kisan Rural Developers,District Rural Development Agency (DRDA)
MPL-00881,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-15,Drilling of Deep Borewell and Overhead Tank Setup at Village-15,Village-15,Block-8,13.10266,77.51857,860320.0,849999.11,846594.79,2024-05-20,2024-06-01,2024-06-20,,In Progress,Surya Shakti Engineering,Public Works Department (PWD)
MPL-00882,Bihar,Patna,Patna Sahib,R. S. Prasad,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-143,Supply and installation of 25 Solar Street Lights in Village-143,Village-143,Block-6,25.59951,84.99284,584461.0,563616.98,578179.78,2023-02-17,2023-02-28,2023-03-22,2023-09-02,Completed,National Civil Projects,District Rural Development Agency (DRDA)
MPL-00883,Maharashtra,Nagpur,Nagpur,N. Gadkari,Community Infrastructure,Installation of Public Shed and Seating Area at Village-60,Installation of Public Shed and Seating Area at Village-60,Village-60,Block-2,21.06316,79.12669,403094.0,398305.78,350213.51,2024-01-22,2024-02-01,2024-03-23,,In Progress,Local Panchayat Works Unit,Minor Irrigation Division
MPL-00884,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-73,Supply and installation of 25 Solar Street Lights in Village-73,Village-73,Block-3,13.01804,77.71419,859457.0,869430.92,717561.82,2023-08-08,2023-09-01,2023-10-29,2024-03-01,Completed,Surya Shakti Engineering,Municipal Corporation
MPL-00885,Kerala,Wayanad,Wayanad,P. Gandhi,Drinking Water & Sanitation,Installation of RO Water Purification Plant at Village-74,Installation of RO Water Purification Plant at Village-74,Village-74,Block-1,11.7574,76.11152,1168040.0,1195019.22,1155088.66,2024-01-09,2024-02-02,2024-03-04,2024-08-05,Completed,Sai Urban Works Pvt Ltd,Rural Engineering Service (RES)
MPL-00886,Madhya Pradesh,Indore,Indore,S. Lalwani,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-103,Installation of Solar LED High-Mast Lighting System at Village-103,Village-103,Block-6,22.78963,75.84087,465548.0,481382.93,375176.95,2024-01-31,2024-02-20,2024-04-01,2024-09-25,Completed,Vanguard Infra Solutions,Municipal Corporation
MPL-00887,Kerala,Wayanad,Wayanad,P. Gandhi,Education & Schools,Construction of Additional Classrooms at Govt High School Village-136,Construction of Additional Classrooms at Govt High School Village-136,Village-136,Block-7,11.77064,76.09102,1631835.0,1590387.55,1491133.22,2024-07-15,2024-08-05,2024-09-01,2025-04-17,Completed,Surya Shakti Engineering,Minor Irrigation Division
MPL-00888,Rajasthan,Jaipur,Jaipur,M. Joshi,Drinking Water & Sanitation,Construction of Public Toilets and Sanitation Block in Village-37,Construction of Public Toilets and Sanitation Block in Village-37,Village-37,Block-9,26.82755,75.80281,1093074.0,1050296.57,979034.94,2023-10-12,2023-11-04,2023-12-28,2024-04-17,Completed,National Civil Projects,Municipal Corporation
MPL-00889,Maharashtra,Nagpur,Nagpur,N. Gadkari,Education & Schools,Construction of Additional Classrooms at Govt High School Village-53,Construction of Additional Classrooms at Govt High School Village-53,Village-53,Block-7,21.11636,79.17276,2009439.0,2022981.19,1510499.79,2024-11-07,2024-11-27,2025-01-17,2025-08-29,Completed,Bharat Engineers & Builders,Rural Engineering Service (RES)
MPL-00890,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-34,Drilling of Deep Borewell and Overhead Tank Setup at Village-34,Village-34,Block-1,13.11736,77.65389,960326.0,942676.61,941029.27,2024-09-08,2024-09-19,2024-11-06,2025-01-14,Completed,Shree Ganesh Construction Co,Public Works Department (PWD)
MPL-00891,Kerala,Wayanad,Wayanad,P. Gandhi,Community Infrastructure,Development of Community Center and Boundary Wall in Village-92,Development of Community Center and Boundary Wall in Village-92,Village-92,Block-3,11.71043,76.23048,1012868.0,1037539.87,1000092.67,2023-10-23,2023-11-11,2023-11-30,2024-04-18,Completed,Surya Shakti Engineering,District Rural Development Agency (DRDA)
MPL-00892,Rajasthan,Jaipur,Jaipur,M. Joshi,Community Infrastructure,Installation of Public Shed and Seating Area at Village-41,Installation of Public Shed and Seating Area at Village-41,Village-41,Block-4,26.80988,75.803,872287.0,905482.87,653322.92,2023-04-19,2023-05-02,2023-06-20,2023-12-01,Completed,Surya Shakti Engineering,District Rural Development Agency (DRDA)
MPL-00893,Maharashtra,Nagpur,Nagpur,N. Gadkari,Education & Schools,Construction of Additional Classrooms at Govt High School Village-11,Construction of Additional Classrooms at Govt High School Village-11,Village-11,Block-10,21.20224,79.18359,1484371.0,1540811.51,1249608.71,2024-04-18,2024-05-03,2024-05-28,2024-12-24,Completed,Surya Shakti Engineering,Minor Irrigation Division
MPL-00894,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Community Infrastructure,Development of Community Center and Boundary Wall in Village-146,Development of Community Center and Boundary Wall in Village-146,Village-146,Block-4,13.10171,77.62101,1160530.0,1205280.49,1156287.79,2023-12-15,2024-01-14,2024-02-02,,In Progress,National Civil Projects,Public Works Department (PWD)
MPL-00895,Kerala,Wayanad,Wayanad,P. Gandhi,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-22,Widening of Rural Link Road connecting Village-22,Village-22,Block-9,11.83291,76.09156,3487769.0,3523627.65,3277788.92,2022-12-30,2023-01-17,2023-03-12,2023-08-25,Completed,Sai Urban Works Pvt Ltd,Rural Engineering Service (RES)
MPL-00896,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Education & Schools,Installation of Smart Classroom and Computer Lab in Village-43,Installation of Smart Classroom and Computer Lab in Village-43,Village-43,Block-6,25.17974,83.0489,754537.0,765810.17,686745.22,2023-08-31,2023-09-27,2023-11-09,2024-04-03,Completed,Surya Shakti Engineering,Public Works Department (PWD)
MPL-00897,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-3,Drilling of Deep Borewell and Overhead Tank Setup at Village-3,Village-3,Block-9,25.36917,83.03296,1051518.0,1000962.29,856147.36,2024-04-03,2024-04-26,2024-06-04,2025-01-27,Completed,Kisan Rural Developers,District Rural Development Agency (DRDA)
MPL-00898,Madhya Pradesh,Indore,Indore,S. Lalwani,Rural Connectivity & Roads,Construction of CC Road and Drainage Channel at Village-89,Construction of CC Road and Drainage Channel at Village-89,Village-89,Block-2,22.70456,75.90924,3008097.0,2936380.34,2279749.57,2023-10-06,2023-10-16,2023-11-17,,In Progress,Kisan Rural Developers,Minor Irrigation Division
MPL-00899,Maharashtra,Nagpur,Nagpur,N. Gadkari,Community Infrastructure,Construction of Community Hall at Village Village-20,Construction of Community Hall at Village Village-20,Village-20,Block-2,21.21273,79.15915,1371420.0,1354056.22,1023356.13,2023-08-17,2023-08-31,2023-09-20,2023-11-21,Completed,Kisan Rural Developers,Minor Irrigation Division
MPL-00900,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-28,Widening of Rural Link Road connecting Village-28,Village-28,Block-4,13.12998,77.44528,4569284.0,4396555.19,4163733.95,2023-07-13,2023-07-24,2023-08-13,,In Progress,Vanguard Infra Solutions,Rural Engineering Service (RES)
MPL-00901,Gujarat,Rajkot,Rajkot,P. Rupala,Education & Schools,Installation of Smart Classroom and Computer Lab in Village-136,Installation of Smart Classroom and Computer Lab in Village-136,Village-136,Block-3,22.24032,70.85505,901996.0,899835.19,684786.28,2024-04-26,2024-05-22,2024-07-14,2025-01-10,Completed,Apex Infrastructure Ltd,Municipal Corporation
MPL-00902,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Community Infrastructure,Construction of Community Hall at Village Village-51,Construction of Community Hall at Village Village-51,Village-51,Block-3,25.3961,82.88036,1552099.0,1496827.63,1338839.87,2023-06-21,2023-07-13,2023-09-10,,In Progress,Kisan Rural Developers,Rural Engineering Service (RES)
MPL-00903,Rajasthan,Jaipur,Jaipur,M. Joshi,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-130,Supply and installation of 25 Solar Street Lights in Village-130,Village-130,Block-2,27.02957,75.84236,835856.0,817918.78,692052.82,2023-12-09,2023-12-20,2024-01-19,2024-09-02,Completed,Sai Urban Works Pvt Ltd,Rural Engineering Service (RES)
MPL-00904,Gujarat,Rajkot,Rajkot,P. Rupala,Education & Schools,Installation of Smart Classroom and Computer Lab in Village-16,Installation of Smart Classroom and Computer Lab in Village-16,Village-16,Block-2,22.18037,70.82864,1349954.0,1384465.59,1119150.25,2024-10-24,2024-11-21,2025-01-20,2025-09-09,Completed,Kisan Rural Developers,Minor Irrigation Division
MPL-00905,Rajasthan,Jaipur,Jaipur,M. Joshi,Rural Connectivity & Roads,Paver Block Road Construction in Village-92,Paver Block Road Construction in Village-92,Village-92,Block-8,26.83083,75.68847,1003787.0,990782.28,793066.16,2024-04-21,2024-05-15,2024-06-19,2024-10-05,Completed,Kisan Rural Developers,Municipal Corporation
MPL-00906,Kerala,Wayanad,Wayanad,P. Gandhi,Education & Schools,Installation of Smart Classroom and Computer Lab in Village-119,Installation of Smart Classroom and Computer Lab in Village-119,Village-119,Block-6,11.77188,76.09644,1174141.0,1133361.3,1081803.92,2024-01-20,2024-01-30,2024-03-11,2024-06-14,Completed,National Civil Projects,Municipal Corporation
MPL-00907,Madhya Pradesh,Indore,Indore,S. Lalwani,Drinking Water & Sanitation,Installation of RO Water Purification Plant at Village-48,Installation of RO Water Purification Plant at Village-48,Village-48,Block-4,22.7188,75.75519,727534.0,698057.68,594677.19,2023-05-18,2023-06-03,2023-07-05,2023-09-08,Completed,Reliable Works Corporation,District Rural Development Agency (DRDA)
MPL-00908,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-111,Supply and installation of 25 Solar Street Lights in Village-111,Village-111,Block-5,12.93457,77.51478,728121.0,760692.1,544595.33,2024-10-29,2024-11-12,2024-11-30,2025-02-25,Completed,Surya Shakti Engineering,Minor Irrigation Division
MPL-00909,Bihar,Patna,Patna Sahib,R. S. Prasad,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-56,Supply and installation of 25 Solar Street Lights in Village-56,Village-56,Block-3,25.64932,85.1163,718284.0,717602.12,708987.26,2024-09-12,2024-10-08,2024-11-02,2025-03-21,Completed,Shree Ganesh Construction Co,Minor Irrigation Division
MPL-00910,Rajasthan,Jaipur,Jaipur,M. Joshi,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-96,Widening of Rural Link Road connecting Village-96,Village-96,Block-6,26.8734,75.71113,4887839.0,5065804.01,3963403.29,2024-03-30,2024-04-29,2024-05-18,,In Progress,Kisan Rural Developers,Rural Engineering Service (RES)
MPL-00911,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-88,Widening of Rural Link Road connecting Village-88,Village-88,Block-4,13.20584,77.48648,4421035.0,4550932.97,4020926.31,2023-04-24,2023-05-11,2023-06-15,2024-01-07,Completed,Local Panchayat Works Unit,Minor Irrigation Division
MPL-00912,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-5,Supply and installation of 25 Solar Street Lights in Village-5,Village-5,Block-8,13.06178,77.59858,664343.0,665071.15,484090.0,2023-05-10,2023-06-01,2023-07-25,2024-02-05,Completed,Sai Urban Works Pvt Ltd,Public Works Department (PWD)
MPL-00913,Bihar,Patna,Patna Sahib,R. S. Prasad,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-37,Widening of Rural Link Road connecting Village-37,Village-37,Block-5,25.55095,85.1738,3525814.0,3648432.21,2530499.19,2023-08-21,2023-09-10,2023-10-09,2024-02-29,Completed,Reliable Works Corporation,Rural Engineering Service (RES)
MPL-00914,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-138,Widening of Rural Link Road connecting Village-138,Village-138,Block-9,13.13453,77.63845,2839105.0,2931130.74,2537457.12,2024-08-15,2024-09-03,2024-10-26,,In Progress,Bharat Engineers & Builders,Minor Irrigation Division
MPL-00915,Bihar,Patna,Patna Sahib,R. S. Prasad,Education & Schools,Installation of Smart Classroom and Computer Lab in Village-3,Installation of Smart Classroom and Computer Lab in Village-3,Village-3,Block-7,25.46771,85.12708,1012661.0,988457.17,752627.76,2022-12-30,2023-01-26,2023-02-11,2023-07-28,Completed,National Civil Projects,Municipal Corporation
MPL-00916,Maharashtra,Nagpur,Nagpur,N. Gadkari,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-81,Supply and installation of 25 Solar Street Lights in Village-81,Village-81,Block-1,21.04467,78.97676,556489.0,580802.17,465660.52,2023-07-02,2023-07-22,2023-09-20,2024-01-30,Completed,Apex Infrastructure Ltd,Public Works Department (PWD)
MPL-00917,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Rural Connectivity & Roads,Construction of CC Road and Drainage Channel at Village-81,Construction of CC Road and Drainage Channel at Village-81,Village-81,Block-6,12.9679,77.60172,3244420.0,3315959.87,2806547.03,2024-09-07,2024-10-05,2024-11-16,2025-04-26,Completed,Apex Infrastructure Ltd,District Rural Development Agency (DRDA)
MPL-00918,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-34,Installation of Solar LED High-Mast Lighting System at Village-34,Village-34,Block-2,25.19516,82.932,660401.0,631599.45,475732.01,2023-05-13,2023-06-05,2023-06-26,2023-10-24,Completed,Kisan Rural Developers,District Rural Development Agency (DRDA)
MPL-00919,Kerala,Wayanad,Wayanad,P. Gandhi,Community Infrastructure,Development of Community Center and Boundary Wall in Village-103,Development of Community Center and Boundary Wall in Village-103,Village-103,Block-2,11.78225,76.22631,1371590.0,1311534.99,1131432.65,2024-01-23,2024-02-10,2024-04-09,,In Progress,Surya Shakti Engineering,Rural Engineering Service (RES)
MPL-00920,Bihar,Patna,Patna Sahib,R. S. Prasad,Drinking Water & Sanitation,Installation of RO Water Purification Plant at Village-143,Installation of RO Water Purification Plant at Village-143,Village-143,Block-9,25.5098,85.0574,525401.0,501888.42,500637.78,2023-07-30,2023-08-19,2023-10-03,,In Progress,National Civil Projects,Rural Engineering Service (RES)
MPL-00921,Kerala,Wayanad,Wayanad,P. Gandhi,Education & Schools,Solar Rooftop Power System installation for School at Village-102,Solar Rooftop Power System installation for School at Village-102,Village-102,Block-4,11.70041,75.99404,510095.0,510617.69,401389.58,2023-01-08,2023-01-25,2023-03-23,2023-09-05,Completed,Local Panchayat Works Unit,Public Works Department (PWD)
MPL-00922,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Community Infrastructure,Development of Community Center and Boundary Wall in Village-21,Development of Community Center and Boundary Wall in Village-21,Village-21,Block-5,13.07537,77.69236,1409834.0,1463639.89,1202228.32,2023-05-22,2023-06-18,2023-07-28,,In Progress,Local Panchayat Works Unit,District Rural Development Agency (DRDA)
MPL-00923,Kerala,Wayanad,Wayanad,P. Gandhi,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-41,Supply and installation of 25 Solar Street Lights in Village-41,Village-41,Block-8,11.65319,76.17714,937687.0,909705.1,827307.69,2023-11-10,2023-12-09,2024-01-05,2024-05-10,Completed,Surya Shakti Engineering,Public Works Department (PWD)
MPL-00924,Madhya Pradesh,Indore,Indore,S. Lalwani,Drinking Water & Sanitation,Installation of RO Water Purification Plant at Village-29,Installation of RO Water Purification Plant at Village-29,Village-29,Block-6,22.81948,75.90996,543683.0,537563.96,397986.22,2023-07-06,2023-07-30,2023-08-26,2024-01-09,Completed,Local Panchayat Works Unit,District Rural Development Agency (DRDA)
MPL-00925,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-65,Drilling of Deep Borewell and Overhead Tank Setup at Village-65,Village-65,Block-7,25.31748,83.03988,677337.0,678088.8,537108.24,2023-07-12,2023-08-10,2023-09-05,2023-12-26,Completed,Kisan Rural Developers,Municipal Corporation
MPL-00926,Maharashtra,Nagpur,Nagpur,N. Gadkari,Education & Schools,Installation of Smart Classroom and Computer Lab in Village-144,Installation of Smart Classroom and Computer Lab in Village-144,Village-144,Block-1,21.2516,79.12398,1325727.0,1297269.27,1320469.64,2023-08-24,2023-09-12,2023-10-01,2023-11-30,Completed,Apex Infrastructure Ltd,District Rural Development Agency (DRDA)
MPL-00927,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Education & Schools,Solar Rooftop Power System installation for School at Village-146,Solar Rooftop Power System installation for School at Village-146,Village-146,Block-1,12.93733,77.54305,583617.0,560110.81,472971.93,2024-10-10,2024-10-23,2024-11-19,2025-04-23,Completed,Apex Infrastructure Ltd,District Rural Development Agency (DRDA)
MPL-00928,Rajasthan,Jaipur,Jaipur,M. Joshi,Drinking Water & Sanitation,Construction of Public Toilets and Sanitation Block in Village-117,Construction of Public Toilets and Sanitation Block in Village-117,Village-117,Block-10,26.81477,75.67108,1439444.0,1499118.46,1059571.14,2024-09-16,2024-10-13,2024-12-10,2025-06-09,Completed,Bharat Engineers & Builders,Municipal Corporation
MPL-00929,Rajasthan,Jaipur,Jaipur,M. Joshi,Rural Connectivity & Roads,Construction of CC Road and Drainage Channel at Village-145,Construction of CC Road and Drainage Channel at Village-145,Village-145,Block-3,26.77137,75.78653,2506056.0,2396612.49,2274347.2,2023-07-30,2023-08-09,2023-08-28,2024-01-31,Completed,Surya Shakti Engineering,Municipal Corporation
MPL-00930,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Community Infrastructure,Development of Community Center and Boundary Wall in Village-73,Development of Community Center and Boundary Wall in Village-73,Village-73,Block-1,25.4292,82.89435,1553790.0,1550553.64,1461467.38,2022-12-28,2023-01-25,2023-03-23,,In Progress,Surya Shakti Engineering,Public Works Department (PWD)
MPL-00931,Madhya Pradesh,Indore,Indore,S. Lalwani,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-60,Supply and installation of 25 Solar Street Lights in Village-60,Village-60,Block-9,22.81581,75.87108,875164.0,905659.66,625031.94,2023-12-12,2024-01-08,2024-01-28,2024-07-22,Completed,Kisan Rural Developers,District Rural Development Agency (DRDA)
MPL-00932,Maharashtra,Nagpur,Nagpur,N. Gadkari,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-89,Widening of Rural Link Road connecting Village-89,Village-89,Block-7,21.24007,79.1637,3707088.0,3586223.12,3041790.85,2024-04-02,2024-04-23,2024-05-30,2024-09-04,Completed,Surya Shakti Engineering,Minor Irrigation Division
MPL-00933,Madhya Pradesh,Indore,Indore,S. Lalwani,Community Infrastructure,Installation of Public Shed and Seating Area at Village-65,Installation of Public Shed and Seating Area at Village-65,Village-65,Block-9,22.82814,75.75698,863875.0,832571.75,844365.01,2024-09-22,2024-10-22,2024-12-05,2025-06-21,Completed,Apex Infrastructure Ltd,District Rural Development Agency (DRDA)
MPL-00934,Maharashtra,Nagpur,Nagpur,N. Gadkari,Renewable Energy,Supply and installation of 25 Solar Street Lights in Village-139,Supply and installation of 25 Solar Street Lights in Village-139,Village-139,Block-9,21.24321,79.05711,831715.0,859329.03,621980.09,2024-07-14,2024-08-10,2024-09-02,2024-12-23,Completed,Vanguard Infra Solutions,Public Works Department (PWD)
MPL-00935,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Renewable Energy,Installation of Solar LED High-Mast Lighting System at Village-148,Installation of Solar LED High-Mast Lighting System at Village-148,Village-148,Block-7,25.31435,82.92155,402118.0,392254.74,347886.18,2023-05-23,2023-06-18,2023-07-17,2023-12-09,Completed,Kisan Rural Developers,Minor Irrigation Division
MPL-00936,Madhya Pradesh,Indore,Indore,S. Lalwani,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-90,Drilling of Deep Borewell and Overhead Tank Setup at Village-90,Village-90,Block-9,22.8199,75.97627,877817.0,894302.49,874643.84,2023-08-07,2023-08-20,2023-10-14,2024-01-21,Completed,Bharat Engineers & Builders,Public Works Department (PWD)
MPL-00937,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Drinking Water & Sanitation,Installation of RO Water Purification Plant at Village-79,Installation of RO Water Purification Plant at Village-79,Village-79,Block-3,12.92155,77.42713,753580.0,772856.62,595974.23,2023-07-22,2023-08-03,2023-09-21,2024-01-07,Completed,Shree Ganesh Construction Co,Rural Engineering Service (RES)
MPL-00938,Gujarat,Rajkot,Rajkot,P. Rupala,Rural Connectivity & Roads,Paver Block Road Construction in Village-31,Paver Block Road Construction in Village-31,Village-31,Block-10,22.27022,70.71473,942412.0,984337.52,846734.11,2022-12-17,2023-01-11,2023-03-11,2023-08-05,Completed,Vanguard Infra Solutions,Minor Irrigation Division
MPL-00939,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Education & Schools,Construction of Additional Classrooms at Govt High School Village-128,Construction of Additional Classrooms at Govt High School Village-128,Village-128,Block-1,25.29441,83.00004,1870316.0,1842541.24,1452739.25,2024-04-07,2024-04-29,2024-06-07,2024-08-31,Completed,Kisan Rural Developers,Municipal Corporation
MPL-00940,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Education & Schools,Construction of Additional Classrooms at Govt High School Village-122,Construction of Additional Classrooms at Govt High School Village-122,Village-122,Block-5,25.24001,83.1191,1728810.0,1736370.94,1253196.05,2024-09-11,2024-10-08,2024-10-29,2025-03-24,Completed,Apex Infrastructure Ltd,District Rural Development Agency (DRDA)
MPL-00941,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Drinking Water & Sanitation,Drilling of Deep Borewell and Overhead Tank Setup at Village-106,Drilling of Deep Borewell and Overhead Tank Setup at Village-106,Village-106,Block-7,12.93523,77.47217,549566.0,522653.42,405862.87,2024-10-26,2024-11-22,2024-12-08,2025-05-30,Completed,Sai Urban Works Pvt Ltd,Minor Irrigation Division
MPL-00942,Uttar Pradesh,Varanasi,Varanasi,N. Modi,Rural Connectivity & Roads,Widening of Rural Link Road connecting Village-31,Widening of Rural Link Road connecting Village-31,Village-31,Block-2,25.25469,82.92332,4928532.0,4936780.55,3707121.53,2024-03-22,2024-04-07,2024-05-10,2024-07-19,Completed,Shree Ganesh Construction Co,Rural Engineering Service (RES)
MPL-00943,Karnataka,Bengaluru Rural,Bengaluru Rural,C. N. Manjunath,Education & Schools,Construction of Additional Classrooms at Govt High School Village-2,Construction of Additional Classrooms at Govt High School Village-2,Village-2,Block-4,12.9693,77.51982,2012234.0,2067719.36,1895606.52,2023-06-06,2023-06-30,2023-08-08,,In Progress,Local Panchayat Works Unit,Municipal Corporation
MPL-00944,Gujarat,Rajkot,Rajkot,P. Rupala,Community Infrastructure,Construction of Community Hall at Village Village-36,Construction of Community Hall at Village Village-36,Village-36,Block-9,22.3922,70.78119,1276821.0,1307510.21,1256394.07,2024-07-17,2024-07-30,2024-08-15,2025-01-15,Completed,Reliable Works Corporation,District Rural Development Agency (DRDA)
MPL-00945,Madhya Pradesh,Indore,Indore,S. Lalwani,Education & Schools,Construction of Additional Classrooms at Govt High School Village-72,Construction of Additional Classrooms at Govt High School Village-72,Village-72,Block-4,22.8542,75.81499,2114968.0,2127082.87,1748394.49,2023-02-22,2023-03-08,2023-03-28,,In Progress,Vanguard Infra Solutions,Minor Irrigation Division
